Marital_status,Application_mode,Application_order,Course,schedule_attendance,Previous_qualification,Previous_qualification_grade,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,Prior Higher Education Holders,High Preference,Communication Design,evening,Specialized Technical,130.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Military,130.0,yes,no,no,yes,female,no,19,no,2,7,11,6,12.0,0,5,9,9,8,12.75,0,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,140.0,European (Non-Portuguese),High Educated,High Educated,Service/Sales,Professional/Managerial,124.3,yes,no,no,yes,female,no,19,yes,0,7,9,5,12.32,0,0,7,9,5,11.9,0,12.4,0.5,1.79,Non Dropout
single,Mature and International Students,High Preference,Oral Hygiene,evening,High School Level,140.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,105.0,yes,no,no,yes,female,yes,36,no,0,7,11,6,12.35,0,0,7,12,5,12.5,0,8.9,1.4,3.51,Non Dropout
single,Mature and International Students,High Preference,Veterinary Nursing,evening,High School Level,133.1,Portuguese,Low Educated,Low Educated,Military,Unskilled Labor,144.0,no,no,no,yes,male,no,51,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,General Admission Phases,Medium Preference,Advertising and Marketing Management,evening,High School Level,121.0,Portuguese,Medium Educated,Medium-Low Educated,Service/Sales,Service/Sales,111.9,yes,no,no,yes,male,yes,20,no,0,6,7,6,11.33,0,0,6,10,4,10.57,0,10.8,1.4,1.74,Non Dropout
single,Mature and International Students,High Preference,Social Service,daytime,High School Level,133.1,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,107.5,no,no,yes,no,male,no,29,no,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
single,Prior Higher Education Holders,High Preference,Social Service,evening,Specialized Technical,130.0,Portuguese,Medium Educated,Medium-Low Educated,Professional/Managerial,Service/Sales,127.4,no,no,yes,no,male,no,27,no,3,6,8,5,11.6,0,2,6,9,5,12.0,0,13.9,-0.3,0.79,Dropout
single,Mature and International Students,High Preference,Informatics Engineering,evening,High School Level,130.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Professional/Managerial,149.0,yes,no,no,yes,male,no,33,no,0,5,10,4,12.0,0,0,5,8,3,13.67,1,7.6,2.6,0.32,Non Dropout
married,Ordinance-based Admission,High Preference,Management,evening,Bachelor Level,120.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,120.0,no,no,no,no,male,no,57,no,12,15,17,12,11.75,0,9,14,16,9,12.22,0,9.4,-0.8,-3.12,Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,132.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,143.6,yes,no,no,yes,male,no,20,no,0,6,8,5,12.8,0,0,6,10,5,11.6,0,13.9,-0.3,0.79,Non Dropout
single,Mature and International Students,High Preference,Advertising and Marketing Management,evening,High School Level,100.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,120.0,no,no,no,yes,male,no,26,no,0,5,7,3,11.33,0,0,5,7,3,13.67,0,9.4,-0.8,-3.12,Dropout
single,Transfers and Course Changes,High Preference,Informatics Engineering,evening,High School Level,130.0,Portuguese,Medium Educated,Medium Educated,Unskilled Labor,Professional/Managerial,128.0,no,no,yes,no,male,no,27,no,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,129.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Unskilled Labor,118.2,no,no,no,yes,male,no,19,no,0,5,5,5,10.8,0,0,5,5,4,12.25,0,9.4,-0.8,-3.12,Non Dropout
single,Prior Higher Education Holders,High Preference,Veterinary Nursing,evening,Specialized Technical,160.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,160.0,yes,no,no,yes,male,no,23,no,1,6,10,5,12.5,0,1,6,8,2,13.5,0,12.4,0.5,1.79,Dropout
single,Mature and International Students,High Preference,Management,daytime,High School Level,120.0,Portuguese,Medium-Low Educated,Low Educated,Service/Sales,Service/Sales,152.4,no,no,no,yes,male,no,27,no,0,5,5,5,15.2,0,0,5,6,5,14.17,0,10.8,1.4,1.74,Non Dropout
single,General Admission Phases,Low Preference,Nursing,evening,High School Level,122.0,Portuguese,Medium-Low Educated,Low Educated,Professional/Managerial,Service/Sales,116.6,yes,no,yes,yes,male,yes,20,no,0,7,7,7,13.31,0,0,8,8,8,12.58,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Communication Design,evening,High School Level,143.0,Portuguese,Low Educated,Low Educated,Machine/Vehicle Operators,Service/Sales,141.6,no,no,no,yes,female,yes,19,no,6,12,12,11,13.09,0,5,11,12,11,12.08,0,10.8,1.4,1.74,Non Dropout
single,General Admission Phases,High Preference,Equinculture,evening,High School Level,110.0,Portuguese,High Educated,Medium-Low Educated,Professional/Managerial,Unskilled Labor,105.5,yes,no,yes,no,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,General Admission Phases,High Preference,Communication Design,evening,High School Level,124.0,Portuguese,Low Educated,Medium-Low Educated,Unskilled Labor,Professional/Managerial,116.3,yes,no,no,yes,female,no,20,no,0,6,8,5,12.2,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,Non Dropout
married,Prior Higher Education Holders,High Preference,Management,evening,Bachelor Level,110.0,Portuguese,Medium-Low Educated,Medium Educated,Unskilled Labor,Unskilled Labor,110.0,no,no,no,yes,female,no,33,no,5,8,10,6,12.83,0,2,5,8,4,12.0,0,11.1,0.6,2.02,Non Dropout
single,Transfers and Course Changes,High Preference,Management,daytime,High School Level,130.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,119.5,yes,no,no,yes,female,no,22,no,9,15,17,15,11.2,0,9,14,15,14,12.43,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,Low Preference,Management,evening,High School Level,139.0,Portuguese,Medium-Low Educated,Medium Educated,Professional/Managerial,Professional/Managerial,125.0,yes,no,no,yes,female,no,18,no,0,5,8,3,12.33,0,0,5,7,4,12.0,0,7.6,2.6,0.32,Non Dropout
others,Mature and International Students,High Preference,Nursing,evening,Bachelor Level,140.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,160.0,no,no,no,yes,female,no,27,no,0,8,8,7,15.94,0,0,8,8,7,15.94,0,12.7,3.7,-1.7,Non Dropout
single,Mature and International Students,High Preference,Management,daytime,High School Level,150.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,150.0,no,no,no,yes,female,no,27,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,123.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,115.0,yes,no,no,yes,female,no,19,no,0,6,10,4,10.25,0,0,6,8,6,10.71,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,128.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,128.4,yes,no,no,yes,female,yes,20,no,0,6,10,5,13.2,0,0,6,12,5,12.83,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Social Service,daytime,High School Level,100.0,Portuguese,Low Educated,Medium-Low Educated,Agriculture,Military,112.8,no,no,no,yes,female,yes,23,no,0,6,6,6,14.17,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Non Dropout
single,Transfers and Course Changes,High Preference,Nursing,evening,High School Level,148.0,Portuguese,Medium-Low Educated,Low Educated,Others,Professional/Managerial,131.0,yes,no,no,yes,female,yes,22,no,18,23,23,20,14.58,3,18,23,23,20,14.58,3,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Tourism,evening,High School Level,130.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Machine/Vehicle Operators,Machine/Vehicle Operators,121.6,yes,no,no,yes,female,yes,18,no,0,6,9,1,10.0,1,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
single,General Admission Phases,Medium Preference,Social Service,evening,High School Level,118.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,110.0,no,no,no,yes,female,yes,18,no,0,6,7,6,12.29,0,0,6,8,6,11.43,0,12.4,0.5,1.79,Non Dropout
single,Mature and International Students,High Preference,Social Service,daytime,High School Level,120.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,148.5,no,no,no,yes,female,yes,31,no,0,6,6,6,14.0,0,0,6,6,6,12.33,0,10.8,1.4,1.74,Non Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,119.0,Portuguese,Low Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,118.3,no,no,no,yes,female,no,19,no,0,6,8,4,11.25,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,138.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,135.9,yes,no,no,yes,female,no,19,no,0,6,11,5,11.6,0,0,6,11,6,11.67,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Social Service,daytime,High School Level,127.0,Portuguese,Medium-Low Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,115.8,no,no,no,yes,female,no,24,no,0,6,12,1,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,134.0,Portuguese,Low Educated,Medium-Low Educated,Professional/Managerial,Military,121.2,no,no,no,yes,female,no,19,no,0,7,10,7,13.47,0,0,8,8,8,13.33,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,Medium Preference,Management,evening,High School Level,133.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Service/Sales,136.2,yes,no,no,yes,female,no,19,no,0,5,6,5,12.4,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Non Dropout
single,Mature and International Students,High Preference,Advertising and Marketing Management,evening,High School Level,133.1,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,100.2,yes,no,no,no,female,no,26,no,0,6,9,3,11.75,0,0,6,11,4,11.5,3,16.2,0.3,-0.92,Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,180.0,Brazil,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,152.7,yes,no,yes,no,male,no,27,yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
single,General Admission Phases,Medium Preference,Social Service,evening,High School Level,129.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Machine/Vehicle Operators,123.1,yes,no,no,yes,female,no,19,no,0,6,7,6,12.0,0,0,6,7,6,12.43,0,11.1,0.6,2.02,Non Dropout
married,Mature and International Students,High Preference,Veterinary Nursing,evening,High School Level,120.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Professional/Managerial,130.0,no,no,no,yes,female,no,29,no,0,5,8,5,15.33,2,0,5,6,5,15.4,0,9.4,-0.8,-3.12,Dropout
single,General Admission Phases,Low Preference,Nursing,evening,High School Level,141.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Service/Sales,125.0,yes,no,no,yes,female,yes,18,no,0,8,8,8,12.32,0,0,8,8,8,12.32,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,118.0,Portuguese,Medium Educated,Medium-Low Educated,Unskilled Labor,Military,113.1,yes,no,no,yes,female,no,19,no,0,7,7,7,13.8,0,0,8,8,8,14.76,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,127.0,Portuguese,Low Educated,Medium Educated,Professional/Managerial,Service/Sales,121.1,yes,no,no,yes,female,no,18,no,0,6,6,6,13.17,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,177.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Unskilled Labor,162.3,no,no,no,yes,female,yes,18,no,0,5,6,5,16.33,0,0,5,5,5,15.4,0,15.5,2.8,-4.06,Non Dropout
single,Transfers and Course Changes,High Preference,Animation and Multimedia Design,evening,High School Level,132.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,132.0,yes,no,no,yes,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,133.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,130.7,yes,no,no,yes,female,no,19,no,0,7,7,7,14.76,0,0,8,9,8,15.37,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,Medium Preference,Tourism,evening,High School Level,124.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,122.3,yes,no,no,yes,female,no,19,no,0,6,7,6,11.67,0,0,6,6,6,12.33,0,13.9,-0.3,0.79,Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,143.0,Portuguese,High Educated,Low Educated,Professional/Managerial,Unskilled Labor,144.1,yes,no,no,yes,female,no,19,no,0,6,7,5,12.6,0,0,6,10,5,12.38,0,10.8,1.4,1.74,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,128.0,Portuguese,Medium Educated,Medium-Low Educated,Unskilled Labor,Machine/Vehicle Operators,118.2,no,no,no,yes,female,no,19,no,0,6,6,6,11.67,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,138.0,Portuguese,Medium-Low Educated,Low Educated,Service/Sales,Machine/Vehicle Operators,133.5,no,no,no,yes,female,yes,19,no,0,6,6,6,15.0,0,0,6,6,6,13.33,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,144.0,Portuguese,Low Educated,Low Educated,Machine/Vehicle Operators,Unskilled Labor,126.8,yes,no,yes,no,female,no,18,no,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,122.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Machine/Vehicle Operators,121.0,yes,no,no,yes,female,no,20,no,0,6,7,6,13.57,0,0,6,6,6,13.33,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Tourism,evening,High School Level,111.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Military,117.7,no,no,no,yes,female,no,20,no,0,6,8,5,10.8,0,0,6,9,4,11.5,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,133.1,Portuguese,Low Educated,Low Educated,Professional/Managerial,Professional/Managerial,115.0,yes,no,no,yes,female,no,21,no,0,5,8,3,11.33,1,0,5,8,3,13.33,0,12.7,3.7,-1.7,Non Dropout
married,General Admission Phases,High Preference,Management,daytime,Bachelor Level,120.0,Portuguese,Low Educated,Low Educated,Agriculture,Professional/Managerial,129.2,no,no,no,yes,female,no,31,no,4,10,16,5,11.4,0,4,10,10,6,12.83,0,9.4,-0.8,-3.12,Dropout
single,General Admission Phases,High Preference,Oral Hygiene,evening,High School Level,135.0,Portuguese,Low Educated,Low Educated,Machine/Vehicle Operators,Unskilled Labor,125.8,no,no,no,yes,female,yes,20,no,0,7,14,7,10.64,0,0,8,8,8,11.55,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,Medium Preference,Advertising and Marketing Management,evening,High School Level,125.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Machine/Vehicle Operators,Machine/Vehicle Operators,118.4,yes,no,no,yes,female,yes,19,no,0,5,8,3,10.5,0,0,5,6,4,11.75,1,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,147.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,142.0,yes,no,no,yes,female,no,18,no,0,7,7,6,14.65,0,0,7,7,6,14.65,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,137.0,Portuguese,Medium-Low Educated,Low Educated,Machine/Vehicle Operators,Machine/Vehicle Operators,126.7,yes,no,no,yes,female,yes,19,no,0,7,7,7,13.71,0,0,8,11,8,14.86,0,16.2,0.3,-0.92,Non Dropout
single,Transfers and Course Changes,High Preference,Social Service,evening,High School Level,117.0,Portuguese,Unknown,Unknown,Student,Student,109.3,no,no,no,yes,female,no,30,no,9,16,19,15,12.27,0,11,13,14,13,12.07,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,126.0,Portuguese,Low Educated,Medium-Low Educated,Unskilled Labor,Machine/Vehicle Operators,116.9,yes,no,no,yes,female,no,21,no,0,6,11,6,10.38,0,0,6,12,3,11.67,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,128.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Service/Sales,121.7,yes,no,no,yes,female,no,19,no,0,5,8,5,11.0,0,0,5,6,5,15.4,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,Low Preference,Management,evening,High School Level,115.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Unskilled Labor,117.1,yes,no,yes,yes,female,no,22,no,0,5,5,5,13.8,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,121.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Unskilled Labor,114.4,no,no,no,yes,female,yes,18,no,0,6,6,6,12.67,0,0,6,6,6,12.83,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,134.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,133.0,yes,no,no,yes,female,no,18,no,0,6,8,6,11.75,0,0,6,10,5,12.0,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,126.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,118.8,yes,no,no,yes,female,yes,19,no,0,8,8,7,12.79,0,0,8,8,7,12.79,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Equinculture,evening,High School Level,151.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,151.0,yes,no,no,yes,female,no,18,no,0,6,11,6,14.44,0,0,6,6,6,13.33,0,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,Low Preference,Nursing,evening,High School Level,122.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,119.6,yes,no,no,yes,female,no,21,no,0,7,8,6,13.25,0,0,8,8,8,13.84,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,141.0,Portuguese,High Educated,Low Educated,Professional/Managerial,Military,135.4,yes,no,no,yes,female,no,18,no,0,7,9,7,12.51,0,0,8,15,5,13.2,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,138.0,Portuguese,Medium Educated,High Educated,Professional/Managerial,Professional/Managerial,149.9,yes,no,no,yes,female,no,20,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,133.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,120.1,yes,no,no,yes,female,no,18,no,0,5,8,4,12.75,1,0,5,10,4,11.75,0,12.7,3.7,-1.7,Non Dropout
single,Mature and International Students,High Preference,Veterinary Nursing,evening,Bachelor Level,150.0,Portuguese,High Educated,High Educated,Professional/Managerial,Machine/Vehicle Operators,173.3,yes,no,no,yes,female,no,25,no,1,6,7,6,16.86,0,1,6,6,6,16.5,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,136.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Professional/Managerial,126.2,no,no,no,yes,female,no,19,no,0,6,6,6,13.17,0,0,6,6,6,15.0,0,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,129.0,Portuguese,Medium-Low Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,126.9,yes,no,no,yes,female,yes,19,no,0,6,9,5,12.2,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Non Dropout
single,Mature and International Students,High Preference,Veterinary Nursing,evening,High School Level,128.0,Portuguese,Medium-Low Educated,Medium Educated,Unskilled Labor,Military,157.4,yes,no,no,yes,female,no,26,no,0,6,7,6,16.5,0,0,6,8,6,14.29,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,131.0,Portuguese,Medium Educated,Medium-Low Educated,Professional/Managerial,Service/Sales,120.2,yes,no,no,yes,female,no,21,no,0,5,10,4,11.75,0,0,5,6,5,11.6,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,130.0,Portuguese,Low Educated,Low Educated,Professional/Managerial,Unskilled Labor,124.8,no,no,no,yes,female,no,19,no,0,5,14,1,11.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,150.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,130.3,no,no,no,yes,female,yes,19,no,0,8,8,7,15.11,0,0,8,8,7,15.11,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,165.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,152.4,yes,no,no,yes,female,yes,18,no,0,6,8,6,15.5,0,0,6,7,6,14.29,0,16.2,0.3,-0.92,Non Dropout
married,Transfers and Course Changes,High Preference,Management,daytime,High School Level,133.1,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,113.5,no,no,no,yes,female,yes,32,no,3,10,12,7,11.14,0,4,10,10,8,12.0,0,10.8,1.4,1.74,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,126.0,Portuguese,High Educated,Medium Educated,Service/Sales,Service/Sales,125.7,no,no,no,yes,female,yes,18,no,0,6,6,6,11.33,0,0,6,8,6,11.33,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,101.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,102.4,no,no,no,yes,female,no,20,no,0,7,9,5,12.04,0,0,7,9,6,11.77,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,Medium Preference,Management,evening,High School Level,125.0,Portuguese,Low Educated,Medium-Low Educated,Machine/Vehicle Operators,Machine/Vehicle Operators,125.7,no,no,no,yes,female,no,20,no,0,5,7,5,11.17,0,0,5,9,4,10.75,0,15.5,2.8,-4.06,Non Dropout
divorced,Mature and International Students,High Preference,Advertising and Marketing Management,evening,High School Level,100.0,Portuguese,Low Educated,Low Educated,Professional/Managerial,Military,120.0,no,no,yes,yes,female,yes,39,no,0,5,6,5,10.6,0,0,5,7,4,10.75,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Equinculture,evening,High School Level,117.0,Portuguese,Medium Educated,Medium Educated,Unskilled Labor,Unskilled Labor,109.3,yes,no,no,yes,female,no,20,no,0,5,10,4,12.5,0,0,5,12,2,13.0,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,159.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,162.2,yes,no,yes,no,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,177.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,155.7,no,no,yes,yes,female,yes,18,no,0,6,6,6,15.67,0,0,6,6,6,13.83,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,156.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,147.7,yes,no,no,yes,female,no,21,no,6,12,12,12,15.33,0,4,11,15,11,15.0,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,125.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,115.6,yes,no,no,yes,female,no,18,no,0,7,9,6,12.18,0,0,7,9,6,11.78,0,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,130.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,117.8,no,no,no,yes,female,no,18,no,0,5,8,2,10.0,0,0,5,9,3,11.33,0,7.6,2.6,0.32,Non Dropout
single,Transfers and Course Changes,High Preference,Agronomy,evening,High School Level,125.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,125.0,yes,no,no,yes,female,no,21,no,9,14,23,9,12.0,2,6,12,21,8,11.25,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,127.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Service/Sales,Service/Sales,129.8,yes,no,no,yes,female,no,22,no,0,5,8,3,10.33,0,0,5,11,2,10.0,0,7.6,2.6,0.32,Dropout
single,General Admission Phases,High Preference,Tourism,evening,High School Level,121.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,123.1,yes,no,no,yes,male,no,21,no,0,6,11,6,11.17,0,0,6,14,3,14.67,0,7.6,2.6,0.32,Non Dropout
single,Transfers and Course Changes,High Preference,Communication Design,evening,High School Level,135.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,122.8,yes,no,no,yes,male,yes,20,no,0,6,8,3,11.0,0,0,6,8,2,11.33,0,10.8,1.4,1.74,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,125.0,Portuguese,Low Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,117.3,yes,no,no,yes,male,yes,21,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Non Dropout
